country,year,iso_code,population,gdp,co2,co2_per_capita,consumption_co2,consumption_co2_per_capita,cumulative_co2,share_global_co2,share_global_cumulative_co2
High-income countries,1850,,329708861.0,,196.807,0.604,,,4769.785,99.979,99.999
High-income countries,1851,,332367865.0,,198.779,0.605,,,4968.563,100.0,99.999
High-income countries,1852,,335097023.0,,207.595,0.627,,,5176.159,100.0,99.999
High-income countries,1853,,337898102.0,,217.237,0.65,,,5393.396,100.0,99.999
High-income countries,1854,,340744466.0,,255.039,0.757,,,5648.434,100.0,99.999
High-income countries,1855,,343637452.0,,260.135,0.766,,,5908.57,99.952,99.997
High-income countries,1856,,346578420.0,,277.549,0.81,,,6186.119,99.75,99.986
High-income countries,1857,,349568812.0,,280.423,0.811,,,6466.542,99.73,99.975
High-income countries,1858,,352610141.0,,284.223,0.815,,,6750.765,99.536,99.956
High-income countries,1859,,355660483.0,,300.98,0.856,,,7051.744,99.474,99.935
High-income countries,1860,,358717629.0,,330.564,0.931,,,7382.308,99.478,99.915
High-income countries,1861,,361770287.0,,347.375,0.971,,,7729.684,99.48,99.895
High-income countries,1862,,364824359.0,,354.036,0.981,,,8083.72,99.451,99.876
High-income countries,1863,,367877215.0,,377.657,1.038,,,8461.377,99.505,99.859
High-income countries,1864,,370969278.0,,407.321,1.11,,,8868.697,99.462,99.841
High-income countries,1865,,374101282.0,,432.395,1.168,,,9301.093,99.435,99.822
High-income countries,1866,,377273978.0,,445.565,1.194,,,9746.657,99.22,99.794
High-income countries,1867,,380488136.0,,477.998,1.27,,,10224.655,99.414,99.776
High-income countries,1868,,383744569.0,,491.58,1.295,,,10716.234,99.411,99.759
High-income countries,1869,,387086345.0,,521.549,1.361,,,11237.784,99.394,99.742
High-income countries,1870,,390514736.0,,532.757,1.378,,,11770.541,99.372,99.726
High-income countries,1871,,393982298.0,,565.634,1.45,,,12336.175,99.273,99.705
High-income countries,1872,,397592919.0,,626.48,1.592,,,12962.655,99.29,99.685
High-income countries,1873,,401293886.0,,665.946,1.676,,,13628.602,99.326,99.667
High-income countries,1874,,405044152.0,,623.875,1.556,,,14252.476,99.238,99.648
High-income countries,1875,,408844548.0,,675.991,1.67,,,14928.467,99.258,99.63
High-income countries,1876,,412695921.0,,685.257,1.677,,,15613.725,99.229,99.613
High-income countries,1877,,416599575.0,,698.451,1.693,,,16312.175,99.207,99.595
High-income countries,1878,,420556426.0,,701.266,1.684,,,17013.441,98.819,99.563
High-income countries,1879,,424570180.0,,751.549,1.787,,,17764.99,98.915,99.535
High-income countries,1880,,428641608.0,,849.098,2.0,,,18614.09,98.936,99.508
High-income countries,1881,,432769115.0,,878.575,2.05,,,19492.664,98.919,99.481
High-income countries,1882,,436955849.0,,927.878,2.144,,,20420.543,98.904,99.455
High-income countries,1883,,441202662.0,,986.199,2.257,,,21406.74,98.831,99.426
High-income countries,1884,,445507700.0,,997.297,2.26,,,22404.039,98.766,99.396
High-income countries,1885,,449871970.0,,1004.603,2.254,,,23408.641,98.734,99.368
High-income countries,1886,,454299061.0,,1019.624,2.265,,,24428.264,98.706,99.34
High-income countries,1887,,458790078.0,,1069.38,2.352,,,25497.645,98.626,99.31
High-income countries,1888,,463346164.0,,1185.261,2.582,,,26682.904,98.661,99.281
High-income countries,1889,,467927995.0,,1183.591,2.552,,,27866.496,98.461,99.246
High-income countries,1890,,472534678.0,,1287.467,2.749,,,29153.965,98.486,99.212
High-income countries,1891,,477175396.0,,1347.635,2.849,,,30501.6,98.396,99.176
High-income countries,1892,,481839469.0,,1355.56,2.838,,,31857.158,98.191,99.133
High-income countries,1893,,486525480.0,,1334.408,2.767,,,33191.566,97.889,99.083
High-income countries,1894,,491272534.0,,1381.841,2.838,,,34573.41,97.848,99.033
High-income countries,1895,,496081513.0,,1460.823,2.97,,,36034.23,97.651,98.976
High-income countries,1896,,500953302.0,,1507.843,3.036,,,37542.078,97.567,98.919
High-income countries,1897,,505886271.0,,1576.314,3.143,,,39118.391,97.399,98.856
High-income countries,1898,,510881358.0,,1659.457,3.276,,,40777.848,97.217,98.789
High-income countries,1899,,516016933.0,,1811.933,3.541,,,42589.777,97.185,98.719
High-income countries,1900,,521297821.0,,1908.875,3.691,,,44498.652,97.248,98.655
High-income countries,1901,,526745753.0,,1965.819,3.763,,,46464.473,97.047,98.586
High-income countries,1902,,532340252.0,,2014.857,3.817,,,48479.332,97.01,98.52
High-income countries,1903,,538085184.0,,2197.625,4.118,,,50676.957,97.043,98.455
High-income countries,1904,,543906470.0,,2215.083,4.106,,,52892.035,96.718,98.381
High-income countries,1905,,549806264.0,,2364.047,4.335,,,55256.086,96.865,98.315
High-income countries,1906,,555786187.0,,2461.632,4.465,,,57717.715,96.573,98.239
High-income countries,1907,,561851222.0,,2788.543,5.004,,,60506.258,95.993,98.133
High-income countries,1908,,567999566.0,,2666.229,4.732,,,63172.488,95.55,98.022
High-income countries,1909,,573585317.0,,2777.307,4.881,,,65949.797,95.535,97.914
High-income countries,1910,,578602376.0,,2915.88,5.079,,,68865.672,95.594,97.814
High-income countries,1911,,582983409.0,,2953.627,5.107,,,71819.305,95.364,97.711
High-income countries,1912,,586846583.0,,3108.921,5.34,,,74928.227,95.544,97.619
High-income countries,1913,,590131611.0,,3357.25,5.735,,,78285.469,95.245,97.514
High-income countries,1914,,593461508.0,,3038.707,5.161,,,81324.18,95.026,97.419
High-income countries,1915,,596776002.0,,2992.13,5.054,,,84316.305,95.048,97.333
High-income countries,1916,,600075052.0,,3230.255,5.426,,,87546.562,95.001,97.245
High-income countries,1917,,603403957.0,,3375.877,5.64,,,90922.445,94.921,97.157
High-income countries,1918,,606831228.0,,3335.957,5.541,,,94258.398,95.148,97.084
High-income countries,1919,,610828508.0,,2850.114,4.703,,,97108.508,93.719,96.982
High-income countries,1920,,615484140.0,,3317.021,5.431,,,100425.531,93.523,96.864
High-income countries,1921,,620658904.0,,2870.36,4.661,,,103295.891,92.147,96.726
High-income countries,1922,,626466827.0,,3018.954,4.857,,,106314.852,92.472,96.6
High-income countries,1923,,632807717.0,,3448.123,5.492,,,109762.969,93.117,96.486
High-income countries,1924,,639231658.0,,3448.028,5.437,,,113211.0,92.785,96.369
High-income countries,1925,,645741638.0,,3480.948,5.433,,,116691.945,93.058,96.267
High-income countries,1926,,652316952.0,,3418.768,5.282,,,120110.711,92.967,96.17
High-income countries,1927,,658958445.0,,3748.442,5.732,,,123859.156,93.409,96.084
High-income countries,1928,,665691164.0,,3724.907,5.639,,,127584.062,93.209,95.998
High-income countries,1929,,672193292.0,,4005.931,6.006,,,131590.0,93.417,95.917
High-income countries,1930,,678454074.0,,3666.609,5.445,,,135256.609,92.636,95.825
High-income countries,1931,,684481126.0,,3251.876,4.787,,,138508.484,91.879,95.728
High-income countries,1932,,690237662.0,,2900.039,4.234,,,141408.516,90.837,95.623
High-income countries,1933,,695721219.0,,3048.384,4.415,,,144456.906,90.653,95.512
High-income countries,1934,,701237682.0,,3294.649,4.734,,,147751.547,90.112,95.385
High-income countries,1935,,706798469.0,,3434.512,4.896,,,151186.062,89.54,95.244
High-income countries,1936,,712501220.0,,3778.37,5.343,,,154964.422,89.792,95.103
High-income countries,1937,,718319329.0,,4037.917,5.663,,,159002.344,89.797,94.96
High-income countries,1938,,724318862.0,,3766.591,5.24,,,162768.938,89.053,94.815
High-income countries,1939,,730498113.0,,3982.256,5.493,,,166751.188,89.086,94.669
High-income countries,1940,,736422923.0,,4343.899,5.941,,,171095.094,88.929,94.514
High-income countries,1941,,742141209.0,,4468.472,6.068,,,175563.578,89.386,94.377
High-income countries,1942,,747841836.0,,4520.686,6.092,,,180084.266,90.731,94.282
High-income countries,1943,,753641567.0,,4620.289,6.178,,,184704.547,91.035,94.197
High-income countries,1944,,759577616.0,,4657.917,6.18,,,189362.453,90.226,94.096
High-income countries,1945,,765070804.0,,3823.324,5.036,,,193185.781,89.136,93.992
High-income countries,1946,,769912900.0,,4130.24,5.405,,,197316.016,89.621,93.896
High-income countries,1947,,775400537.0,,4630.737,6.018,,,201946.766,89.653,93.794
High-income countries,1948,,782020517.0,,4878.433,6.286,,,206825.188,89.547,93.69
High-income countries,1949,,789461967.0,,4634.994,5.916,,,211460.188,89.065,93.583
High-income countries,1950,,803677085.0,,5115.646,6.385,,,216575.828,86.261,93.396
High-income countries,1951,,813122435.0,,5465.522,6.742,,,222041.359,85.644,93.188
High-income countries,1952,,822761916.0,,5476.447,6.677,,,227517.812,84.674,92.963
High-income countries,1953,,832946684.0,,5625.542,6.774,,,233143.344,84.581,92.742
High-income countries,1954,,843457760.0,,5677.407,6.752,,,238820.75,83.618,92.502
High-income countries,1955,,854182135.0,,6162.75,7.237,,,244983.5,82.787,92.229
High-income countries,1956,,864982708.0,,6528.571,7.57,,,251512.078,82.366,91.944
High-income countries,1957,,876095948.0,,6642.084,7.604,,,258154.156,81.14,91.63
High-income countries,1958,,887590973.0,,6572.725,7.427,,,264726.875,78.084,91.237
High-income countries,1959,,899076140.0,,6746.243,7.525,,,271473.125,76.185,90.791
High-income countries,1960,,910579223.0,,7108.723,7.83,,,278581.844,75.73,90.332
High-income countries,1961,,922087574.0,,7295.227,7.935,,,285877.062,77.485,89.952
High-income countries,1962,,933393647.0,,7656.946,8.227,,,293534.0,78.555,89.613
High-income countries,1963,,944422127.0,,8086.051,8.587,,,301620.062,78.759,89.283
High-income countries,1964,,955942899.0,,8511.005,8.93,,,310131.062,78.627,88.952
High-income countries,1965,,967359346.0,,8831.183,9.156,,,318962.281,78.079,88.61
High-income countries,1966,,977693793.0,,9199.361,9.438,,,328161.625,77.549,88.258
High-income countries,1967,,986958831.0,,9550.461,9.706,,,337712.094,78.043,87.932
High-income countries,1968,,996237549.0,,10027.139,10.096,,,347739.219,77.698,87.599
High-income countries,1969,,1006286584.0,,10649.794,10.616,,,358389.031,77.387,87.257
High-income countries,1970,,1016197398.0,,11408.807,11.261,,,369797.812,76.574,86.883
High-income countries,1971,,1026404337.0,,11707.312,11.441,,,381505.156,75.512,86.484
High-income countries,1972,,1036705088.0,,12239.941,11.843,,,393745.062,75.441,86.092
High-income countries,1973,,1046398353.0,,12830.88,12.301,,,406575.938,75.134,85.697
High-income countries,1974,,1055695228.0,,12657.726,12.028,,,419233.656,74.466,85.309
High-income countries,1975,,1064433412.0,,12430.597,11.716,,,431664.281,73.171,84.903
High-income countries,1976,,1072839002.0,,13098.839,12.249,,,444763.125,73.332,84.511
High-income countries,1977,,1081304497.0,,13334.148,12.372,,,458097.25,72.634,84.11
High-income countries,1978,,1089655062.0,,13693.098,12.608,,,471790.344,71.975,83.701
High-income countries,1979,,1098001915.0,,13993.646,12.787,,,485784.0,71.731,83.3
High-income countries,1980,,1106630742.0,,13838.115,12.547,,,499622.125,71.295,82.914
High-income countries,1981,,1115099447.0,,13342.396,12.006,,,512964.531,70.67,82.542
High-income countries,1982,,1123182624.0,,12982.38,11.598,,,525946.875,69.314,82.155
High-income countries,1983,,1131150387.0,,12986.074,11.52,,,538932.938,68.703,81.769
High-income countries,1984,,1138944221.0,,13279.111,11.699,,,552212.125,68.248,81.381
High-income countries,1985,,1146684440.0,,13571.279,11.876,,,565783.375,67.368,80.977
High-income countries,1986,,1154735607.0,,13599.714,11.818,,,579383.062,66.541,80.567
High-income countries,1987,,1163054785.0,,13859.903,11.958,,,593242.938,65.667,80.142
High-income countries,1988,,1171490531.0,,14290.124,12.241,,,607533.062,65.196,79.712
High-income countries,1989,,1179895365.0,,14477.019,12.313,,,622010.125,65.211,79.302
High-income countries,1990,,1187956164.0,,15006.094,12.677,15283.517,12.911,637016.188,66.013,78.927
High-income countries,1991,,1196239408.0,,15335.967,12.866,15227.156,12.774,652352.188,66.087,78.569
High-income countries,1992,,1203963230.0,,14510.799,12.096,14729.639,12.278,666863.0,64.434,78.195
High-income countries,1993,,1210728993.0,,14538.071,12.051,14788.983,12.259,681401.062,63.904,77.824
High-income countries,1994,,1217906022.0,,14511.072,11.958,14986.45,12.349,695912.125,63.161,77.449
High-income countries,1995,,1224543783.0,,14628.97,11.99,15171.21,12.434,710541.125,62.207,77.06
High-income countries,1996,,1230513703.0,,14979.279,12.217,15451.955,12.603,725520.375,61.812,76.67
High-income countries,1997,,1236583684.0,,14900.45,12.094,15461.409,12.549,740420.812,61.117,76.279
High-income countries,1998,,1242177352.0,,14859.571,12.006,15452.991,12.486,755280.375,61.161,75.91
High-income countries,1999,,1247730970.0,,15028.272,12.089,15639.714,12.581,770308.625,60.506,75.535
High-income countries,2000,,1253937735.0,,15461.338,12.376,16294.402,13.042,785770.0,60.605,75.171
High-income countries,2001,,1260506416.0,,15468.816,12.317,16283.549,12.966,801238.812,60.206,74.812
High-income countries,2002,,1267822166.0,,15564.075,12.321,16506.506,13.067,816802.875,59.257,74.439
High-income countries,2003,,1275305584.0,,15852.178,12.475,17120.582,13.474,832655.062,57.326,74.019
High-income countries,2004,,1282405681.0,,16053.765,12.564,17477.559,13.678,848708.812,56.112,73.574
High-income countries,2005,,1289639261.0,,16125.542,12.549,17780.246,13.837,864834.375,54.48,73.097
High-income countries,2006,,1297063813.0,,16189.988,12.527,17941.266,13.882,881024.375,52.919,72.588
High-income countries,2007,,1305649028.0,,16308.89,12.535,18021.416,13.852,897333.25,51.775,72.062
High-income countries,2008,,1314867453.0,,16049.812,12.249,17773.52,13.565,913383.125,50.078,71.51
High-income countries,2009,,1323319806.0,,15093.003,11.445,16434.469,12.463,928476.062,47.895,70.941
High-income countries,2010,,1331186276.0,,15713.739,11.845,17172.053,12.945,944189.812,47.163,70.351
High-income countries,2011,,1339286565.0,,15608.247,11.694,17108.465,12.818,959798.062,45.268,69.723
High-income countries,2012,,1347506296.0,,15520.974,11.557,16903.236,12.587,975319.0,44.403,69.096
High-income countries,2013,,1355469061.0,,15485.766,11.463,16828.277,12.457,990804.75,43.899,68.482
High-income countries,2014,,1363592543.0,,15294.128,11.253,16660.203,12.258,1006098.875,43.124,67.875
High-income countries,2015,,1372281696.0,,15215.524,11.124,16359.858,11.96,1021314.438,42.977,67.294
High-income countries,2016,,1380894709.0,,15070.386,10.948,16268.545,11.819,1036384.875,42.58,66.731
High-income countries,2017,,1388094202.0,,15069.183,10.89,16248.017,11.742,1051454.0,41.888,66.168
High-income countries,2018,,1394159697.0,,15204.227,10.939,16429.621,11.82,1066658.25,41.39,65.609
High-income countries,2019,,1400146576.0,,14916.665,10.686,16176.018,11.588,1081574.875,40.221,65.042
High-income countries,2020,,1403650770.0,,13694.959,9.786,15014.972,10.729,1095269.875,38.952,64.502
High-income countries,2021,,1404873283.0,,14370.719,10.26,15885.578,11.341,1109640.625,38.98,63.96
High-income countries,2022,,1410112397.0,,14274.797,10.153,15997.063,11.378,1123915.375,38.038,63.411
High-income countries,2023,,1416794460.0,,13890.804,9.833,15659.65,11.086,1137806.125,36.465,62.844
High-income countries,2024,,1420176158.0,,13867.993,9.794,,,1151674.25,35.929,62.282
Low-income countries,1850,,71303243.0,,,,,,,,
Low-income countries,1851,,71592077.0,,,,,,,,
Low-income countries,1852,,71793405.0,,,,,,,,
Low-income countries,1853,,71906435.0,,,,,,,,
Low-income countries,1854,,72019924.0,,,,,,,,
Low-income countries,1855,,72133865.0,,,,,,,,
Low-income countries,1856,,72248269.0,,,,,,,,
Low-income countries,1857,,72363130.0,,,,,,,,
Low-income countries,1858,,72478454.0,,,,,,,,
Low-income countries,1859,,72603416.0,,,,,,,,
Low-income countries,1860,,72738094.0,,,,,,,,
Low-income countries,1861,,72882568.0,,,,,,,,
Low-income countries,1862,,73036920.0,,,,,,,,
Low-income countries,1863,,73201236.0,,,,,,,,
Low-income countries,1864,,73366417.0,,,,,,,,
Low-income countries,1865,,73532463.0,,,,,,,,
Low-income countries,1866,,73699384.0,,,,,,,,
Low-income countries,1867,,73867184.0,,,,,,,,
Low-income countries,1868,,74035864.0,,,,,,,,
Low-income countries,1869,,74212912.0,,,,,,,,
Low-income countries,1870,,74398436.0,,,,,,,,
Low-income countries,1871,,74590878.0,,,,,,,,
Low-income countries,1872,,74793687.0,,,,,,,,
Low-income countries,1873,,75005311.0,,,,,,,,
Low-income countries,1874,,75218334.0,,,,,,,,
Low-income countries,1875,,75432756.0,,,,,,,,
Low-income countries,1876,,75648599.0,,,,,,,,
Low-income countries,1877,,75865862.0,,,,,,,,
Low-income countries,1878,,76084553.0,,,,,,,,
Low-income countries,1879,,76303444.0,,,,,,,,
Low-income countries,1880,,76522453.0,,,,,,,,
Low-income countries,1881,,76741507.0,,,,,,,,
Low-income countries,1882,,76960532.0,,,,,,,,
Low-income countries,1883,,77179446.0,,,,,,,,
Low-income countries,1884,,77399443.0,,,,,,,,
Low-income countries,1885,,77620524.0,,,,,,,,
Low-income countries,1886,,77842685.0,,,,,,,,
Low-income countries,1887,,78065944.0,,,,,,,,
Low-income countries,1888,,78290298.0,,,,,,,,
Low-income countries,1889,,78467049.0,,,,,,,,
Low-income countries,1890,,78596293.0,,,,,,,,
Low-income countries,1891,,78678102.0,,,,,,,,
Low-income countries,1892,,78712581.0,,,,,,,,
Low-income countries,1893,,78699804.0,,,,,,,,
Low-income countries,1894,,78688531.0,,,,,,,,
Low-income countries,1895,,78678758.0,,,,,,,,
Low-income countries,1896,,78670492.0,,,,,,,,
Low-income countries,1897,,78663722.0,,,,,,,,
Low-income countries,1898,,78658448.0,,,,,,,,
Low-income countries,1899,,78659480.0,,,,,,,,
Low-income countries,1900,,78667414.0,,,,,,,,
Low-income countries,1901,,78682862.0,,,,,,,,
Low-income countries,1902,,78706428.0,,,,,,,,
Low-income countries,1903,,78738727.0,,,,,,,,
Low-income countries,1904,,78775575.0,,,,,,,,
Low-income countries,1905,,78816986.0,,0.014,0.0,,,0.014,0.001,0.0
Low-income countries,1906,,78862973.0,,,,,,,,
Low-income countries,1907,,78913561.0,,,,,,,,
Low-income countries,1908,,78968750.0,,,,,,,,
Low-income countries,1909,,79127211.0,,0.149,0.002,,,0.163,0.005,0.0
Low-income countries,1910,,79394799.0,,0.187,0.002,,,0.351,0.006,0.0
Low-income countries,1911,,79777152.0,,0.222,0.003,,,0.573,0.007,0.001
Low-income countries,1912,,80282415.0,,0.278,0.003,,,0.85,0.009,0.001
Low-income countries,1913,,80917242.0,,0.323,0.004,,,1.173,0.009,0.001
Low-income countries,1914,,81591165.0,,0.462,0.006,,,1.635,0.014,0.002
Low-income countries,1915,,82306863.0,,0.576,0.007,,,2.211,0.018,0.003
Low-income countries,1916,,83067204.0,,0.479,0.006,,,2.69,0.014,0.003
Low-income countries,1917,,83875278.0,,,,,,,,
Low-income countries,1918,,84738735.0,,0.472,0.006,,,3.162,0.013,0.003
Low-income countries,1919,,85484497.0,,0.559,0.007,,,3.721,0.018,0.004
Low-income countries,1920,,86111014.0,,0.729,0.008,,,4.45,0.021,0.004
Low-income countries,1921,,86615768.0,,0.788,0.009,,,5.239,0.025,0.005
Low-income countries,1922,,86995211.0,,0.879,0.01,,,6.118,0.027,0.006
Low-income countries,1923,,87244742.0,,1.116,0.013,,,7.233,0.03,0.006
Low-income countries,1924,,87532261.0,,1.219,0.014,,,8.453,0.033,0.007
Low-income countries,1925,,87856497.0,,1.772,0.02,,,10.225,0.047,0.008
Low-income countries,1926,,88216249.0,,1.956,0.022,,,12.181,0.053,0.01
Low-income countries,1927,,88610397.0,,2.056,0.023,,,14.237,0.051,0.011
Low-income countries,1928,,89037891.0,,2.355,0.026,,,16.592,0.059,0.012
Low-income countries,1929,,89554143.0,,2.672,0.03,,,19.264,0.062,0.014
Low-income countries,1930,,90154401.0,,2.621,0.029,,,21.885,0.066,0.016
Low-income countries,1931,,90834164.0,,2.617,0.029,,,24.501,0.074,0.017
Low-income countries,1932,,91589136.0,,2.898,0.032,,,27.399,0.091,0.019
Low-income countries,1933,,92415258.0,,3.343,0.036,,,30.742,0.099,0.02
Low-income countries,1934,,93252252.0,,4.451,0.048,,,35.193,0.122,0.023
Low-income countries,1935,,94100274.0,,5.213,0.055,,,40.406,0.136,0.025
Low-income countries,1936,,94959473.0,,6.124,0.064,,,46.53,0.146,0.029
Low-income countries,1937,,95830003.0,,6.645,0.069,,,53.175,0.148,0.032
Low-income countries,1938,,96712017.0,,8.817,0.091,,,61.993,0.208,0.036
Low-income countries,1939,,97666562.0,,11.444,0.117,,,73.437,0.256,0.042
Low-income countries,1940,,98695327.0,,14.601,0.148,,,88.038,0.299,0.049
Low-income countries,1941,,99800027.0,,16.288,0.163,,,104.326,0.326,0.056
Low-income countries,1942,,100982424.0,,18.012,0.178,,,122.339,0.362,0.064
Low-income countries,1943,,102244306.0,,17.548,0.172,,,139.886,0.346,0.071
Low-income countries,1944,,103526614.0,,18.452,0.178,,,158.338,0.357,0.079
Low-income countries,1945,,104829688.0,,0.31,0.003,,,158.648,0.007,0.077
Low-income countries,1946,,106153873.0,,0.46,0.004,,,159.109,0.01,0.076
Low-income countries,1947,,107499520.0,,0.486,0.005,,,159.594,0.009,0.074
Low-income countries,1948,,108866986.0,,1.853,0.017,,,161.448,0.034,0.073
Low-income countries,1949,,110396461.0,,2.366,0.021,,,163.813,0.045,0.072
Low-income countries,1950,,112417198.0,,5.435,0.048,,,169.249,0.092,0.073
Low-income countries,1951,,113856117.0,,5.999,0.053,,,175.248,0.094,0.074
Low-income countries,1952,,115581853.0,,6.83,0.059,,,182.078,0.106,0.074
Low-income countries,1953,,117615340.0,,8.09,0.069,,,190.168,0.122,0.076
Low-income countries,1954,,119859723.0,,16.327,0.136,,,206.495,0.24,0.08
Low-income countries,1955,,122293854.0,,19.063,0.156,,,225.557,0.256,0.085
Low-income countries,1956,,124856286.0,,20.955,0.168,,,246.513,0.264,0.09
Low-income countries,1957,,127501597.0,,25.002,0.196,,,271.515,0.305,0.096
Low-income countries,1958,,130192598.0,,28.227,0.217,,,299.742,0.335,0.103
Low-income countries,1959,,133046210.0,,33.427,0.251,,,333.168,0.377,0.111
Low-income countries,1960,,136125812.0,,39.732,0.292,,,372.9,0.423,0.121
Low-income countries,1961,,139355408.0,,41.712,0.299,,,414.612,0.443,0.13
Low-income countries,1962,,142712693.0,,47.095,0.33,,,461.707,0.483,0.141
Low-income countries,1963,,146205567.0,,49.007,0.335,,,510.714,0.477,0.151
Low-income countries,1964,,149866133.0,,53.91,0.36,,,564.624,0.498,0.162
Low-income countries,1965,,153680709.0,,63.77,0.415,,,628.395,0.564,0.175
Low-income countries,1966,,157615047.0,,68.815,0.437,,,697.21,0.58,0.188
Low-income countries,1967,,161746463.0,,73.889,0.457,,,771.098,0.604,0.201
Low-income countries,1968,,166073639.0,,93.907,0.565,,,865.005,0.728,0.218
Low-income countries,1969,,170544885.0,,95.884,0.562,,,960.89,0.697,0.234
Low-income countries,1970,,175151214.0,,103.298,0.59,,,1064.188,0.693,0.25
Low-income countries,1971,,179815331.0,,140.588,0.782,,,1204.776,0.907,0.273
Low-income countries,1972,,184480537.0,,120.632,0.654,,,1325.408,0.744,0.29
Low-income countries,1973,,189367147.0,,130.412,0.689,,,1455.82,0.764,0.307
Low-income countries,1974,,194455304.0,,136.629,0.703,,,1592.448,0.804,0.324
Low-income countries,1975,,199576711.0,,142.508,0.714,,,1734.957,0.839,0.341
Low-income countries,1976,,204813494.0,,146.233,0.714,,,1881.19,0.819,0.357
Low-income countries,1977,,210006614.0,,152.167,0.725,,,2033.357,0.829,0.373
Low-income countries,1978,,215747916.0,,147.498,0.684,,,2180.854,0.775,0.387
Low-income countries,1979,,221769541.0,,159.218,0.718,,,2340.073,0.816,0.401
Low-income countries,1980,,226723539.0,,162.02,0.715,,,2502.092,0.835,0.415
Low-income countries,1981,,231201169.0,,167.728,0.725,,,2669.82,0.888,0.43
Low-income countries,1982,,236787467.0,,168.161,0.71,,,2837.981,0.898,0.443
Low-income countries,1983,,243197076.0,,181.897,0.748,,,3019.878,0.962,0.458
Low-income countries,1984,,249764062.0,,196.388,0.786,,,3216.266,1.009,0.474
Low-income countries,1985,,256472922.0,,205.12,0.8,,,3421.386,1.018,0.49
Low-income countries,1986,,263230599.0,,219.073,0.832,,,3640.46,1.072,0.506
Low-income countries,1987,,270279297.0,,243.562,0.901,,,3884.021,1.154,0.525
Low-income countries,1988,,277539287.0,,270.453,0.974,,,4154.475,1.234,0.545
Low-income countries,1989,,285123979.0,,277.681,0.974,,,4432.155,1.251,0.565
Low-income countries,1990,,292663595.0,,189.065,0.646,10.176,0.035,4621.22,0.832,0.573
Low-income countries,1991,,300360059.0,,186.742,0.622,10.262,0.034,4807.961,0.805,0.579
Low-income countries,1992,,309369865.0,,171.487,0.554,10.506,0.034,4979.448,0.761,0.584
Low-income countries,1993,,319277771.0,,163.5,0.512,10.991,0.034,5142.947,0.719,0.587
Low-income countries,1994,,328801392.0,,158.378,0.482,10.164,0.031,5301.325,0.689,0.59
Low-income countries,1995,,338406194.0,,155.741,0.46,10.982,0.032,5457.066,0.662,0.592
Low-income countries,1996,,348513467.0,,148.532,0.426,12.2,0.035,5605.598,0.613,0.592
Low-income countries,1997,,358535391.0,,149.771,0.418,11.324,0.032,5755.369,0.614,0.593
Low-income countries,1998,,368772687.0,,149.22,0.405,12.444,0.034,5904.589,0.614,0.593
Low-income countries,1999,,379366090.0,,159.135,0.419,15.696,0.041,6063.725,0.641,0.595
Low-income countries,2000,,389723485.0,,164.49,0.422,19.193,0.049,6228.214,0.645,0.596
Low-income countries,2001,,400384099.0,,166.929,0.417,19.409,0.048,6395.144,0.65,0.597
Low-income countries,2002,,412284807.0,,154.973,0.376,18.107,0.044,6550.117,0.59,0.597
Low-income countries,2003,,424679097.0,,177.288,0.417,18.739,0.044,6727.404,0.641,0.598
Low-income countries,2004,,436967699.0,,179.401,0.411,18.799,0.043,6906.806,0.627,0.599
Low-income countries,2005,,449724246.0,,184.348,0.41,20.172,0.045,7091.153,0.623,0.599
Low-income countries,2006,,463303557.0,,192.84,0.416,23.586,0.051,7283.993,0.63,0.6
Low-income countries,2007,,477111736.0,,197.89,0.415,23.562,0.049,7481.883,0.628,0.601
Low-income countries,2008,,490973774.0,,209.908,0.428,26.947,0.055,7691.791,0.655,0.602
Low-income countries,2009,,505164159.0,,209.352,0.414,28.019,0.055,7901.143,0.664,0.604
Low-income countries,2010,,519647365.0,,209.248,0.403,27.312,0.053,8110.392,0.628,0.604
Low-income countries,2011,,534392915.0,,191.834,0.359,31.417,0.059,8302.226,0.556,0.603
Low-income countries,2012,,549004721.0,,177.457,0.323,32.722,0.06,8479.684,0.508,0.601
Low-income countries,2013,,563040135.0,,167.16,0.297,39.692,0.07,8646.844,0.474,0.598
Low-income countries,2014,,577051647.0,,174.6,0.303,46.851,0.081,8821.443,0.492,0.595
Low-income countries,2015,,591583770.0,,152.336,0.258,45.542,0.077,8973.78,0.43,0.591
Low-income countries,2016,,607210136.0,,159.13,0.262,48.737,0.08,9132.909,0.45,0.588
Low-income countries,2017,,623824285.0,,201.244,0.323,55.591,0.089,9334.153,0.559,0.587
Low-income countries,2018,,641385698.0,,199.088,0.31,64.053,0.1,9533.241,0.542,0.586
Low-income countries,2019,,659875267.0,,214.494,0.325,66.49,0.101,9747.735,0.578,0.586
Low-income countries,2020,,678679145.0,,207.23,0.305,63.957,0.094,9954.966,0.589,0.586
Low-income countries,2021,,697273071.0,,199.59,0.286,70.968,0.102,10154.557,0.541,0.585
Low-income countries,2022,,715844683.0,,202.7,0.283,73.624,0.103,10357.256,0.54,0.584
Low-income countries,2023,,735385966.0,,209.172,0.284,74.094,0.101,10566.429,0.549,0.584
Low-income countries,2024,,755559274.0,,210.953,0.279,,,10777.381,0.547,0.583
Lower-middle-income countries,1850,,352094708.0,,0.004,0.0,,,0.007,0.002,0.0
Lower-middle-income countries,1851,,353564380.0,,,,,,,,
Lower-middle-income countries,1852,,355005546.0,,,,,,,,
